api_id,capability_1,capability_2,capability_3
londontheatredirect_geteventtypes,event,types,geteventtypes
londontheatredirect_geteventsbytype,details,type,provided
londontheatredirect_geteventsperformances,provided,events,performances
londontheatredirect_geteventstickets,parameter,specific,date
londontheatredirect_getsinglebasket,provided,contents,basket
londontheatredirect_getsingleevent,event,specified,getsingleevent
londontheatredirect_getsingleeventbookinginfo,number,event,specified
londontheatredirect_getsingleeventperformances,event,specified,performances
londontheatredirect_getsingleeventreviews,event,specified,default
londontheatredirect_getsingleeventtickets,date,available,object
londontheatredirect_getsingleperformance,performance,getsingleperformance,
londontheatredirect_getsingleperformancetickets,parameter,available,required
londontheatredirect_getsinglevenue,venue,getsinglevenue,
londontheatredirect_getsinglevenueevents,specified,events,venue
londontheatredirect_getsubmittedbasketsummary,provided,contents,submitted
londontheatredirect_getsystemheartbeat,available,true,web
londontheatredirect_getticketplanprice,price,refund,protection
londontheatredirect_getusastates,states,getusastates,
londontheatredirect_getvenues,event,set,result
londontheatredirect_submitbasket,content,basket,submits
payperuse_test_gil,gil,,
public_holiday_public_holidays,country,given,public
remote_commentator_unmute_mix_audio,request,number,parameter
remote_commentator_mute_mix_audio,request,number,parameter
remote_commentator_remove_mix_audio,request,number,parameter
remote_commentator_add_mix_audio,request,number,parameter
remote_commentator_usage_page,request,time,parameter
remote_commentator_monitor_page,request,time,parameter
remote_commentator_get_production_slots,request,json,url
remote_commentator_get_output_template,output,template,
remote_commentator_receiver_occupied,receiver,occupied,
remote_commentator_updateaudiotrack,update,audio,track
remote_commentator_event_party_info,event,info,party
remote_commentator_list_region,list,request,json
remote_commentator_update_settings,update,settings,coordination
remote_commentator_settings,settings,coordination,
remote_commentator_get_device_list,list,request,number
remote_commentator_set_user_setting,user,parameter,value
remote_commentator_update_input_audio_track,request,time,json
remote_commentator_get_output_receiver_list,list,request,user
remote_commentator_check_commentator_feature,available,check,commentator
remote_commentator_get_event_by_id,request,json,parameter
remote_commentator_stop_event,request,parameter,type
remote_commentator_create_event,list,request,user
remote_commentator_update_event,request,time,json
remote_commentator_delete_event,request,json,url
remote_commentator_get_ext_ip_source,list,request,user
sagenda_v3_list,list,account,token
sagenda_v3_authentication_status,list,endpoint,available
sagenda_v3_api_status,body,status,http
sagenda_v3_get_specific_event_information,specific,object,event
sagenda_v3_events_for_item_by_date_range,given,date,events
sagenda_v3_get_bookings_information,endpoint,request,time
sagenda_v3_request_authentication_token,request,using,required
sagenda_v3_request_single_lock,request,time,event
sagenda_v3_book_single_event,using,event,single
sagenda_v3_request_multiple_locks,request,time,allows
sagenda_v3_book_multiple_events,user,link,body
sagenda_v3_request_limited_access_token_by_client_credentials,request,account,page
sagenda_v3_request_new_limited_access_token_using_refresh_token,endpoint,request,time
test_start_timer,end,start,uuid
test_end,time,end,seconds
test_alltimers,alltimers,timers,
test_startnamedtimer,startnamedtimer,,
testapi_test,test,testing,
ticketmaster_adddeliveriestocart,add,allows,users
ticketmaster_addpaymentstocart,add,allows,users
ticketmaster_completecartpurchase,operation,cart,empties
ticketmaster_createcart,event,offers,createcart
ticketmaster_createevents,events,accessible,publish
ticketmaster_emptycart,operation,cart,empties
ticketmaster_getaccesstoken,user,token,getaccesstoken
ticketmaster_getdeliveries,deliveries,getdeliveries,
ticketmaster_geteventoffers,event,offers,geteventoffers
ticketmaster_getoptions,available,payment,options
ticketmaster_getpayments,available,payment,options
ticketmaster_getsingleattraction,details,specific,using
ticketmaster_getsinglecart,cart,getsinglecart,
ticketmaster_getsingleclassification,details,specific,using
ticketmaster_getsingleevent,location,details,specific
ticketmaster_getsingleeventimages,specific,using,event
ticketmaster_getsinglegenre,details,specific,using
ticketmaster_getsinglesegment,details,specific,using
ticketmaster_getsinglevenue,details,specific,using
ticketmaster_getuser,user,getuser,
ticketmaster_refreshaccesstoken,user,token,refreshaccesstoken
ticketmaster_searchattractions,search,filter,attractions
ticketmaster_searchclassification,search,events,filter
ticketmaster_searchevents,search,location,date
ticketmaster_searchvenues,search,filter,venues
ticketmaster_updatecartproducts,add,allows,users
today_in_history_get_event,event,gets,detailed
wonderboyapi_all_belgian_races,endpoint,happens,belgian
wonderboyapi_date_and_time_of_last_update,endpoint,time,date
working_days_1_3_get_info_day,specific,day,info
working_days_1_3_delete_custom_period,delete,period,defined
working_days_1_3_analyse,given,date,calendar
working_days_1_3_add_working_hours,time,given,date
working_days_1_3_list_non_working_days,list,order,days
working_days_1_3_define_custom_period,user,available,query
working_days_1_3_add_working_days,number,date,add
auth_getuserlist,list,endpoint,users
auth_getpublictenantconfig,public,config,tenant
auth_getcatalogtenant,endpoint,available,services
auth_getcataloguser,endpoint,user,available
auth_confirm,token,sent,providing
auth_getuser,user,single,getuser
auth_createuser,user,create,new
auth_register,user,required,email
bbc_good_food_api_categories_collections_ids,ids,names,categories
bbc_good_food_api_recipe_by_name_id,recipe,,
bbc_good_food_api_search_for_recipes,search,recipes,keyword
bbc_good_food_api_collection_recipes,recipes,collection,
bbc_good_food_api_author_profile_recipes,recipes,info,profile
beansome_api_get_products,products,gets,producs
beer_live_top10_beers,beers,display,german
beer_live_top5_beers,beers,display,german
beer_live_get_breweries_in_specific_location,location,specific,breweries
beer_live_get_all_beers_from_germany,endpoint,location,include
beer_live_get_all_breweries_in_germany,endpoint,rest,display
beer_lover_get_all_beers_from_a_given_country,country,given,retrieve
beer_lover_get_all_beer_of_a_given_style,given,retrieve,match
beer_lover_get_the_top_100_beers,retrieve,score,100
beer_lover_get_the_top_50_beers,retrieve,score,beers
beer_lover_get_a_beer_s_by_name_or_brewery_as_a_fuzzy_search,search,query,retrieve
beer_lover_get_a_beer_s_by_brewery_as_a_fuzzy_search,search,retrieve,matching
beer_lover_get_a_beer_s_by_name_as_a_fuzzy_search,search,retrieve,matching
beer_lover_get_beer_per_id,retrieve,beer,
beers_list_get_beers_by_single_country,country,available,single
beers_list_getallbeerslist,list,beers,getallbeerslist
bespoke_diet_generator_get_food_replacement_options_in_diet,list,retrieve,food
bespoke_diet_generator_get_user_s_information,user,retrieve,matching
bespoke_diet_generator_retrieve_user_s_food_preferences,list,user,retrieve
bespoke_diet_generator_get_user_s_diet,user,day,plan
bespoke_diet_generator_get_user_s_diet_for_a_specific_day,user,specific,current
bespoke_diet_generator_get_ingredients,retrieve,ingredients,
bespoke_diet_generator_create_new_user,user,create,new
betarecipes_send_image,send,image,prediction
beverages_and_desserts_get_desserts_by_there_id,desserts,,
beverages_and_desserts_get_beverage_by_there_id,beverages,beverage,
beverages_and_desserts_get_all_the_desserts,endpoint,desserts,
beverages_and_desserts_get_all_the_beverages,endpoint,beverages,
bigoven_addrecipeimage,add,recipe,image
bigoven_addrecipetogrocerylist,list,add,recipe
bigoven_addreplytoreview,given,date,post
bigoven_addsingleitemtogrocerylist,list,add,single
bigoven_createrecipe,add,new,recipe
bigoven_createrecipefeedback,recipe,internal,feedback
bigoven_createrecipenote,create,new,note
bigoven_createreview,add,new,provided
bigoven_deleteitemfromgrocerylist,delete,item,assuming
bigoven_deleteitemsfromgrocerylist,list,delete,items
bigoven_deletemyreviewreply,user,given,delete
bigoven_deletemysinglerecipe,user,recipe,single
bigoven_deleterecipenote,recipe,delete,note
bigoven_departmentalizeitemsingrocerylist,list,used,item
bigoven_getfoodglossaryarticlebyterm,com,link,food
bigoven_getfoodglossaryarticle,food,article,glossary
bigoven_getmygrocerylist,list,user,authentication
bigoven_getmyrecipereview,recipe,authentication,review
bigoven_getmysinglerecipe,user,recipe,single
bigoven_getmysinglerecipenote,recipe,note,recipeid
bigoven_getrandomrecipe,recipe,page,quality
bigoven_getrecipeautocomplete,given,query,recipe
bigoven_getrecipecategories,list,recipe,categories
bigoven_getrecipecollectionmetadata,recipe,set,recipes
bigoven_getrecipecollections,list,endpoint,current
bigoven_getrecipenotes,recipe,notes,getrecipenotes
bigoven_getrecipephotos,recipe,photos,getrecipephotos
bigoven_getreciperaves,recipe,recipes,comment
bigoven_getrecipereviews,list,recipe,reviews
bigoven_getrecipescanimages,list,recipe,gets
bigoven_getrelatedrecipes,given,recipes,related
bigoven_getreviewreplies,list,given,review
bigoven_getsinglerecipecollection,recipe,set,recipes
bigoven_getsinglereview,list,given,string
bigoven_getuserrecentlyviewedrecipes,list,user,recipes
bigoven_searchrecipes,search,parameters,recipes
bigoven_synchronizegrocerylist,list,grocery,synchronize
bigoven_updategroceryitem,update,item,grocery
bigoven_updatemyreviewreply,user,given,update
bigoven_updaterecipe,recipe,update,updaterecipe
bigoven_updaterecipenote,recipe,update,note
bigoven_updatereview,given,update,level
breweries_autocomplete,search,database,autocomplete
breweries_search,search,database,breweries
breweries_random,list,generate,random
burger_items_getting_burger_ingredients,json,object,ingredients
burger_rec_api_get_list_of_burgers,list,address,ingredients
burgers_get_all_burgers,burgers,,
burgers_hub_search_burger_by_there_name,search,searching,burger
burgers_hub_get_specific_burger,specific,burger,
burgers_hub_burgers,endpoint,burgers,
cafe_cookies_cafe_cookies,cookies,cafe,
camrest676_bookrestaurant,user,restaurants,looking
cankaya_food_list_all,list,food,
cankaya_food_list_date,list,date,food
cannabis_recipes_single_cannabis_recipe_by_id,recipe,single,cannabis
cannabis_recipes_search_cannabis_recipes,search,recipes,keyword
cannabis_recipes_all_cannabis_recipes_paginated,set,page,recipes
cannabis_recipes_all_cannabis_recipes,recipes,cannabis,
cannabis_recipes_search_tags,search,recipes,tags
cannabis_recipes_cannabis_recipes_by_category_id,recipes,category,cannabis
cannabis_recipes_categories,categories,,
caterer_groceries_intel_search_a_grocery,search,specific,product
caterer_groceries_intel_get_all_groceries,fetch,groceries,
cheeses_list,list,cheeses,
cheeses_get_by_id,info,cheese,
chinese_food_db_detailed_food_recipe_by_id,recipe,food,detailed
chinese_food_db_list_of_foods,list,endpoint,provided
cocktail_receive_the_cocktail_data,set,make,ingredients
cocktail_by_api_ninjas_v1_cocktail,endpoint,parameter,set
cocktails_random,ingredients,random,cocktail
cocktails_random_nonalcoholic,ingredients,random,cocktail
cocktails_search_by_ingredient,search,ingredients,ingredient
cocktails_search_by_name,search,cocktail,
comfyfood_get_all_recipes_2,recipes,,
comfyfood_get_all_recipes_1,recipes,website,comfyfood
comfyfood_get_all_recipes_3,recipes,,
comfyfood_get_all_categories,categories,,
cooking_recipe_getrecipebycat,list,specific,recipes
cooking_recipe_getcategory,list,provided,recipes
cooking_recipe_getallrecipes,recipes,getallrecipes,
cookr_recipe_parser_getrecipe,url,recipe,gets
customized_meal_plan_generator_diet_plan,format,point,end
delicious_foods_foods,food,gets,foods
demo_project_create_user_sign_up-2,user,create,sign
demo_project_place_order-2,order,place,
demo_project_login-2,login,,
demo_project_add_to_order-2,add,order,
demo_project_create_order-2,create,order,
demo_project_create_product-2,create,product,
dietagram_food_api,food,info,
dietagram_upc_api,food,info,upc
dietary_laws_get_unclean_water_creatures,water,creatures,unclean
dietary_laws_get_all_clean_creatures,creatures,clean,
dietary_laws_get_all_creatures,creatures,,
dietary_laws_get_all_unclean_creatures,creatures,unclean,
dietary_laws_get_a_creature_by_name,creature,,
dietary_laws_get_all_beasts,beasts,animals,land
dietary_laws_get_clean_beasts,clean,beasts,animals
dietary_laws_get_unclean_beasts,unclean,beasts,animals
dietary_laws_get_clean_water_creatures,water,creatures,clean
dietary_laws_get_all_water_creatures,water,creatures,
dietary_laws_get_all_fowls,creatures,flying,fowls
dietary_laws_get_clean_fowls,creatures,clean,flying
dietary_laws_get_unclean_fowls,creatures,unclean,flying
dietary_laws_get_all_creeping_creatures,creatures,close,creeping
dietary_laws_get_clean_creeping_creatures,creatures,clean,close
dietary_laws_get_unclean_creeping_creatures,creatures,close,unclean
dinner_dash_restaurants_index,list,index,restaurants
